Date,Open,High,Low,Close,Volume,Adj Close
2012-05-04,75.789999,76.4,72.11000200000001,73.13999799999999,63666400,10.448571000000001
2012-05-07,72.499997,75.620002,72.33,73.449999,28700000,10.492857
2012-05-08,73.069997,73.310002,70.58,72.789997,27203400,10.398571
2012-05-09,72.130002,74.929999,71.339997,74.349999,26118400,10.621428
2012-05-10,74.849998,74.98,72.100001,72.420002,26424300,10.345715
2012-05-11,72.889999,78.38999799999999,72.489997,77.380002,62239800,11.054286
2012-05-14,77.130003,78.649998,75.61000200000001,76.959999,37849700,10.994286
2012-05-15,77.77999799999999,79.299999,77.100002,77.479998,31319400,11.068571
2012-05-16,77.57,78.44,73.649997,74.20000300000001,36699600,10.6
2012-05-17,74.249997,74.410001,71.899997,71.969998,23778300,10.281428
2012-05-18,72.299999,72.750003,65.360001,69.959999,29415400,9.994286
2012-05-21,69.850003,72.18999699999999,67.54999699999999,71.74,25143300,10.248571
2012-05-22,71.800001,72.400002,67.249997,67.710001,40014800,9.672857
2012-05-23,67.47000200000001,72.150002,67.170002,71.909997,44100000,10.272857
2012-05-24,71.52000100000001,71.689999,69.500002,70.27,20742400,10.038571000000001
2012-05-25,70.6,73.51,69.889997,70.219998,33371100,10.031428
2012-05-29,71.059998,71.15,68.199999,69.440001,31997000,9.92
2012-05-30,68.47999899999999,68.999997,66.999998,67.339999,32890900,9.62
2012-05-31,66.699998,67.770002,62.369999,63.439997,53803400,9.062857000000001
2012-06-01,60.95,63.729997,60.700001,62.949999,35578200,8.992857
2012-06-04,63.249999,65.239998,62.369999,64.999999,35291200,9.285714
2012-06-05,65.009999,66.330003,64.250002,64.83000200000001,24048500,9.261429
2012-06-06,65.660001,68.370003,65.150002,65.879999,30676800,9.411427999999999
2012-06-07,66.600002,66.900002,64.409999,64.639997,21045500,9.234285
2012-06-08,64.369998,66.119998,63.729997,65.64,22017100,9.377142999999998
2012-06-11,66.389997,66.590002,62.98,63.0,22941100,9.0
2012-06-12,63.259999,64.359998,62.349998,63.02,20797700,9.002857
2012-06-13,62.599998,64.44,62.13,62.830003000000005,17924900,8.975715
2012-06-14,62.790002,63.149997,61.020001,62.659999,26137300,8.951428
2012-06-15,63.27,65.93,62.73,65.789997,33022500,9.398571
2012-06-18,65.06,66.949997,64.790001,66.72999899999999,22997800,9.532857
2012-06-19,66.900002,70.479998,66.550001,69.830003,27706700,9.975715
2012-06-20,69.480001,69.550003,67.609999,68.159998,26638500,9.737143
2012-06-21,68.26,68.439998,65.750003,65.839998,17690400,9.405714
2012-06-22,66.240001,68.27,65.700002,67.859998,18074700,9.694285
2012-06-25,67.81000300000001,69.53000300000001,66.399998,67.029999,30746100,9.575714
2012-06-26,67.210003,67.710001,66.340003,66.8,15611400,9.542857000000001
2012-06-27,67.029999,67.249997,65.599999,66.49,15383200,9.498571
2012-06-28,66.099998,68.060002,65.779997,67.36,15090600,9.622857000000002
2012-06-29,68.300001,68.759998,66.830001,68.489999,19991300,9.784286
2012-07-02,68.769999,68.900002,67.249997,67.849998,12992700,9.692857
2012-07-03,68.489999,72.779997,67.710001,72.04,25261600,10.291428999999999
2012-07-05,74.329999,82.900002,74.259997,81.720001,104498100,11.674286
2012-07-06,83.740001,85.399999,80.22,81.88999799999999,85261400,11.698571000000001
2012-07-09,82.979997,84.189998,80.149999,82.989997,43262800,11.855714
2012-07-10,83.72,83.800002,79.52999799999999,80.23,35242200,11.461428999999999
2012-07-11,80.099998,84.87,79.879999,81.639999,43044400,11.662857
2012-07-12,81.520003,85.500001,80.5,84.97000200000001,41447700,12.138572
2012-07-13,85.780001,86.650001,83.91999799999999,84.900001,39032000,12.128572
2012-07-16,85.109999,85.550002,82.630002,82.979997,20946800,11.854285
2012-07-17,83.250003,83.490002,80.669997,81.78000300000001,27820800,11.682858
2012-07-18,81.249997,82.910002,80.739999,81.269998,21576100,11.61
2012-07-19,81.96,84.829999,81.520003,83.12,29133300,11.874286
2012-07-20,82.660003,83.520002,81.500003,81.819997,24369800,11.688571000000001
2012-07-23,80.72999899999999,81.220003,78.500001,79.940001,30965200,11.42
2012-07-24,81.07,82.469998,77.809999,80.389997,64700300,11.484285
2012-07-25,64.210001,66.8,59.2,60.279998,173470500,8.611428
2012-07-26,59.310002000000004,59.459998999999996,56.140003,57.010003000000005,79756600,8.144286
2012-07-27,57.359998,59.270001,57.000003,58.92,38009300,8.417143
2012-07-30,58.93,59.959996999999994,56.330001,57.75,29932700,8.25
2012-07-31,57.45,58.32,56.610001000000004,56.849999,17320800,8.121428
2012-08-01,57.429999,57.780001,54.1,54.499999,33832400,7.785714
2012-08-02,54.280001,55.69,53.290001000000004,53.870001,23945600,7.695714
2012-08-03,54.860001000000004,55.480001,52.81,53.909999,37295300,7.701428
2012-08-06,54.54,57.17,54.11,56.789998,28527800,8.112857
2012-08-07,56.950002000000005,59.469999,56.549999,57.899997,30769900,8.271428
2012-08-08,57.570003,58.889998999999996,57.17,57.800001,18194400,8.257143
2012-08-09,57.590003,58.450003,57.250002,57.909997,16492700,8.272857
2012-08-10,57.659998,60.559998,56.900001,59.900002,35032200,8.557143
2012-08-13,61.219999,61.25,58.499997,59.910003,33324900,8.558572
2012-08-14,60.619999,63.100002,59.969997,61.759997999999996,48119400,8.822857
2012-08-15,62.029998,63.680002,61.82,63.259999,30844100,9.037142999999999
2012-08-16,63.459996999999994,64.590003,62.800002,64.31000300000001,17630900,9.187142999999999
2012-08-17,64.880003,65.519998,63.509997999999996,63.690002,22405600,9.098572
2012-08-20,63.640001,65.35,62.160001,64.240002,26658800,9.177143
2012-08-21,65.140002,66.649997,64.649998,65.599999,23355500,9.371428
2012-08-22,65.120002,66.399998,64.800001,65.400002,18030600,9.342857
2012-08-23,66.020002,66.439999,63.58,64.04999699999999,32580800,9.15
2012-08-24,63.090002,63.799997999999995,61.85,63.159997,26161800,9.022857
2012-08-27,63.320001,63.970002,62.260003000000005,62.389998999999996,18046700,8.912857
2012-08-28,62.240003,63.59,62.170001,62.949999,15859200,8.992857
2012-08-29,63.050001,63.849999,62.550003000000004,63.439997,15660400,9.062857000000001
2012-08-30,63.159997,63.380002000000005,60.170002000000004,60.480002,18679500,8.64
2012-08-31,61.310001,61.53,59.089997,59.719998,29560300,8.531428
2012-09-04,57.999999,57.999999,53.130001,55.929998,87416700,7.99
2012-09-05,55.600001,55.679999,54.329997999999996,54.96,38565100,7.8514289999999995
2012-09-06,55.610001000000004,56.789998,54.160001,56.650002,37297400,8.092857
2012-09-07,56.680002,57.800001,55.85,56.660002,29617700,8.094286
2012-09-10,56.340001,57.029996999999995,55.610001000000004,55.920002000000004,24892700,7.9885720000000005
2012-09-11,55.900001,57.369997999999995,55.099999,57.16,33040000,8.165714
2012-09-12,57.500001,58.529998,56.559999,57.210001,22096900,8.172857
2012-09-13,56.87,58.180003,56.090002,57.999999,24490900,8.285714
2012-09-14,58.499997,61.419996999999995,58.299999,60.520003,33067300,8.645715
2012-09-17,58.980001,59.000002,56.769998,57.020003,36278900,8.145715
2012-09-18,57.290003000000006,58.32,55.819998999999996,56.060001,30298100,8.008572000000001
2012-09-19,56.739996999999995,57.899997,55.7,57.039997,35348600,8.148571
2012-09-20,56.420003,58.789997,56.400002,58.740003,37217600,8.391428999999999
2012-09-21,59.429998,59.719998,57.409999,57.790001000000004,30074800,8.255714
2012-09-24,56.86,57.840002,56.29,56.390002,23661400,8.055715
2012-09-25,56.749997,56.960002,53.700001,53.8,41858600,7.685714
2012-09-26,53.990001,55.929998,53.049999,55.13,36625400,7.875714
2012-09-27,55.86,56.100002,54.160001,55.55,21350700,7.935714
2012-09-28,55.040001000000004,55.809999,54.219999,54.440001,15932700,7.777143
2012-10-01,54.600001,56.6,54.339999,56.050001,30765700,8.007143
2012-10-02,56.449996999999996,57.290003000000006,55.300001,56.459996999999994,21589400,8.065714
2012-10-03,58.390001,62.649999,58.249998,62.579997,76064800,8.94
2012-10-04,62.649999,67.269998,62.609998,66.669997,91616700,9.524285
2012-10-05,67.059999,68.199999,65.120002,66.560001,59170300,9.508572000000001
2012-10-08,71.38999799999999,74.229997,70.120003,73.52,92280300,10.502857
2012-10-09,68.900002,69.480001,65.400002,65.52999799999999,82145000,9.361428
2012-10-10,65.829998,67.929999,65.130002,65.499997,38742900,9.357142
2012-10-11,66.900002,67.1,65.229998,65.980001,22013600,9.425714
2012-10-12,65.79999699999999,66.600002,63.759997,64.32999699999999,20710200,9.19
2012-10-15,65.150002,65.180003,63.400002,64.76,20745200,9.251429
2012-10-16,64.899997,66.21,63.759997,66.050003,29302000,9.435715
2012-10-17,66.010002,68.82,65.64,68.52,26464200,9.788571000000001
2012-10-18,68.489999,69.840003,66.949997,67.36,26797400,9.622857000000002
2012-10-19,67.190002,67.500003,64.260002,64.97999899999999,22881600,9.282857
2012-10-22,64.359998,69.73,64.290003,67.879998,45678500,9.697142999999999
2012-10-23,67.299998,69.150001,66.06000300000001,68.219999,63498400,9.745714
2012-10-24,57.860003000000006,61.000001,57.399999,60.120001,100060100,8.588572000000001
2012-10-25,60.049999,61.670003,59.900002,61.509999,33046300,8.787142999999999
2012-10-26,61.55,70.239999,60.490003,69.57999699999999,103433400,9.94
2012-10-31,66.409998,84.950002,65.549998,79.239998,107308600,11.32
2012-11-01,77.849999,79.690001,74.65,77.690002,62669600,11.098572
2012-11-02,77.249999,79.849998,75.970003,76.899998,29650600,10.985714
2012-11-05,74.569998,78.939998,74.500003,78.240002,29016400,11.177143
2012-11-06,77.060001,79.950001,75.709997,76.36999899999999,39102700,10.91
2012-11-07,76.43,79.249998,76.43,77.680002,31099600,11.097142999999999
2012-11-08,78.15,80.330003,75.789999,75.970003,33381600,10.852858
2012-11-09,76.309998,78.880003,76.11,77.900001,23272900,11.128572
2012-11-12,78.999999,80.310002,78.010003,78.190001,18330200,11.17
2012-11-13,77.839999,80.93999699999999,77.340001,79.61,27170500,11.372857000000002
2012-11-14,80.000002,81.319999,78.75,79.779997,26910800,11.397142
2012-11-15,80.109998,81.899999,79.499997,81.480002,17400600,11.64
2012-11-16,81.27999799999999,83.099999,80.320003,80.900002,32164300,11.557143
2012-11-19,82.010001,82.989997,80.149999,81.36,23267300,11.622857000000002
2012-11-20,81.510003,83.7,81.120001,82.399997,15340500,11.771428
2012-11-21,82.499999,84.559999,82.499999,82.999997,10889900,11.857142
2012-11-23,83.41,83.750001,82.179998,82.95000300000001,8396500,11.85
2012-11-26,82.600001,82.88000100000001,80.069997,82.060002,13484100,11.722857000000001
2012-11-27,82.030002,83.500002,81.559998,83.079999,15524600,11.868571000000001
2012-11-28,82.749998,83.569997,81.81000300000001,82.23,14495600,11.747143
2012-11-29,82.39000300000001,82.779999,80.8,81.38,11473000,11.625714
2012-11-30,80.5,81.710001,79.33,81.710001,14986300,11.672857
2012-12-03,81.849998,81.97,75.499999,75.999997,29197700,10.857142
2012-12-04,75.509999,87.999998,74.500003,86.650001,101757600,12.378572
2012-12-05,86.599999,87.58000200000001,82.920002,83.36999899999999,59357900,11.91
2012-12-06,82.199999,88.559998,81.700001,86.17000300000001,38103800,12.31
2012-12-07,88.269998,89.779999,85.290003,85.97999899999999,34780200,12.282857
2012-12-10,85.999999,87.000002,84.499998,84.799998,14322700,12.114285
2012-12-11,85.300003,87.23,84.400002,86.080001,16028600,12.297143
2012-12-12,86.269999,93.150002,85.939998,90.73,54929000,12.961428999999999
2012-12-13,90.850003,93.32,89.870001,92.560002,28865900,13.222857000000001
2012-12-14,92.66999799999999,94.689998,92.000003,93.299999,27706700,13.328570999999998
2012-12-17,92.969998,94.989998,92.109999,94.699998,21660800,13.528571
2012-12-18,94.96999699999999,97.550003,94.250001,95.639999,29348200,13.662857
2012-12-19,96.600001,97.800002,93.45000300000001,93.980001,30674700,13.425714000000001
2012-12-20,94.330003,94.5,92.649998,93.499997,16611700,13.357142000000001
2012-12-21,92.04999699999999,92.880003,91.110003,91.340001,28430500,13.048572
2012-12-24,91.559999,91.849999,89.300001,90.230002,7193200,12.89
2012-12-26,89.84,92.899997,89.380003,90.649999,15166900,12.95
2012-12-27,90.589997,91.43999699999999,88.539997,90.500002,14898100,12.928572
2012-12-28,89.799999,90.550003,88.899999,89.33000200000001,11123000,12.761429
2012-12-31,89.380003,93.499997,89.010001,92.590003,18078900,13.227143
2013-01-02,95.210003,95.81000300000001,90.69,92.010003,19431300,13.144286
2013-01-03,91.97000200000001,97.91999799999999,91.529999,96.590001,27912500,13.798572
2013-01-04,96.54,97.71,95.539997,95.98,17761100,13.711429
2013-01-07,96.39000300000001,101.749999,96.119997,99.200001,45550400,14.171429000000002
2013-01-08,100.009999,100.990002,96.799999,97.160001,24714900,13.88
2013-01-09,97.12,97.949999,94.550001,95.909999,20223000,13.701428
2013-01-10,96.570001,99.919997,95.700001,98.0,26117700,14.0
2013-01-11,98.179997,101.92000300000001,98.0,101.290002,29851500,14.47
2013-01-14,100.990002,104.500002,100.559999,103.449998,23473100,14.778571
2013-01-15,103.02000100000001,104.359999,101.050003,101.689998,17068100,14.527142999999999
2013-01-16,101.820001,102.299998,96.759998,97.480001,28014700,13.925714000000001
2013-01-17,98.090002,98.6,95.750002,97.7,16221100,13.957142999999999
2013-01-18,100.38000100000001,101.93999699999999,98.680002,99.17,35999600,14.167143
2013-01-22,99.649998,99.649998,96.590001,97.810002,22773100,13.972857000000001
2013-01-23,97.13,103.83,97.019998,103.26,74235000,14.751429000000002
2013-01-24,143.98999799999999,149.169996,139.620005,146.859997,118805400,20.98
2013-01-25,145.669996,172.68,145.609995,169.55999599999998,191445800,24.222857
2013-01-28,172.509996,177.249998,160.789995,162.109999,109104800,23.158571
2013-01-29,158.130001,169.88000300000002,156.62999299999998,169.119999,59542000,24.16
2013-01-30,173.490005,175.499998,162.659998,167.700006,48062700,23.957144
2013-01-31,167.100006,168.999996,160.319998,165.240004,35601300,23.605715
2013-02-01,170.000006,172.999994,163.879999,164.799994,50358000,23.542856
2013-02-04,162.780001,175.13000300000002,162.780001,174.739994,50969100,24.962856
2013-02-05,172.37999299999998,177.889999,171.000002,174.389999,57056300,24.912857000000002
2013-02-06,175.0,185.349997,174.550003,184.410002,67190900,26.344286
2013-02-07,185.750006,188.879997,178.540001,181.959999,53086600,25.994286
2013-02-08,181.739994,183.960005,180.009995,180.970003,25657800,25.852857999999998
2013-02-11,178.979998,182.050001,174.799995,177.889999,29325100,25.412857000000002
2013-02-12,180.659996,183.55999599999998,175.710003,177.95000100000001,34399400,25.421429
2013-02-13,180.900002,186.399994,179.66,186.270004,40929000,26.610001
2013-02-14,187.290001,189.850006,184.68999499999998,187.400003,31979500,26.771428999999998
2013-02-15,188.570004,189.999996,186.260004,189.509998,26652500,27.072857
2013-02-19,191.000006,197.17,190.15,196.449997,34138300,28.064284999999998
2013-02-20,197.579996,197.61999699999998,186.499996,187.11999699999998,34996500,26.731428
2013-02-21,185.999998,192.200006,182.499998,187.149998,36894200,26.735714
2013-02-22,183.719999,183.790001,178.429998,179.860004,38971100,25.694285999999998
2013-02-25,180.990004,187.099997,175.449997,179.320005,52164700,25.617144
2013-02-26,180.599995,185.21999399999999,175.6,184.089994,33882100,26.298571000000003
2013-02-27,183.579996,185.999998,180.559994,184.32,22626800,26.331428999999996
2013-02-28,183.810001,192.130005,183.509995,188.080006,34293700,26.868571999999997
2013-03-01,187.109997,190.340004,186.210003,189.369995,21451500,27.052856
2013-03-04,188.680006,190.079998,176.659998,181.209995,47824000,25.887142
2013-03-05,184.669994,185.30999599999998,178.080004,181.729994,32326700,25.961428
2013-03-06,182.150003,184.960001,179.579998,182.93999499999998,17435600,26.134285000000002
2013-03-07,179.999994,182.499998,176.16,181.560003,28695800,25.937143
2013-03-08,182.449997,185.849995,180.709997,184.699995,23513000,26.385714
2013-03-11,184.000006,184.520004,179.009998,180.450005,21015400,25.778572
2013-03-12,179.360006,184.169996,179.250004,182.110003,21151900,26.015715
2013-03-13,187.400003,195.18999499999998,186.750002,192.359997,53898600,27.48
2013-03-14,192.69000400000002,192.69000400000002,187.069996,188.369999,28450800,26.91
2013-03-15,189.250006,189.989996,184.550005,184.849998,20667500,26.407142999999998
2013-03-18,181.379999,186.770002,180.549994,185.590002,18073300,26.512857
2013-03-19,185.999998,186.750002,179.250004,181.369999,19873700,25.91
2013-03-20,182.620001,183.850002,180.430004,183.049997,11132100,26.15
2013-03-21,182.399996,187.400003,181.969999,181.99,18804100,25.998571
2013-03-22,183.099998,183.860003,179.499996,181.299997,14189000,25.9
2013-03-25,182.429996,184.839998,179.770002,180.789999,15024800,25.827143
2013-03-26,184.000006,192.640003,183.599997,190.609997,46817400,27.23
2013-03-27,189.640001,197.059998,188.329998,190.240002,40475400,27.177143
2013-03-28,190.75,192.899996,188.600004,189.28000600000001,19588100,27.040001
2013-04-01,190.950005,191.500004,181.470001,182.429996,22947400,26.061428
2013-04-02,183.900003,185.180006,176.099998,176.689999,32280500,25.241428
2013-04-03,177.049994,178.329996,164.259995,169.74,75357800,24.248571
2013-04-04,167.369999,170.129995,163.809998,166.689997,34460300,23.812857
2013-04-05,163.520004,170.500004,162.52999499999999,164.66000400000001,32512900,23.522858
2013-04-08,165.830004,166.300001,158.999994,163.059994,31745000,23.294285000000002
2013-04-09,163.490004,171.36999699999998,162.049997,169.360004,34045900,24.194285999999998
2013-04-10,168.0,169.450006,164.909996,166.069996,29709400,23.724285000000002
2013-04-11,168.830006,173.400003,168.820005,173.009995,33056100,24.715714000000002
2013-04-12,176.990005,177.639994,171.200006,173.199999,37797900,24.742857
2013-04-15,175.559999,182.349995,174.799995,176.499994,46529000,25.214285
2013-04-16,174.969999,177.729996,172.270004,175.850006,29711500,25.121429
2013-04-17,174.339998,177.390001,168.270006,169.360004,27545700,24.194285999999998
