Avg Area Income,Avg Area House Age,Avg Area Number of Rooms,Avg Area Number of Bedrooms,Area Population,Price
60502.909333844495,7.5333809861455086,5.731824124869714,4.23,33579.631512167616,1022781.1707429123
60910.893793329706,5.635466737613911,7.325973781241172,4.2,43347.80400115452,1274474.5458934947
73931.97852158835,6.39410766659858,4.580839920871763,4.32,36543.067280548086,1213530.8498658694
59539.94845013643,6.018590243347785,7.007676165647252,5.43,58600.82714967577,1411730.4772588315
56547.507187403826,5.435415182555817,6.5151498769053475,3.13,37585.27457622871,858685.5659249562
65950.34701683298,5.476513157767185,6.71784430631321,3.28,40110.847604950715,1200961.8209226294
74533.16208198754,6.679353130059197,5.919230725467024,4.0,49481.56580760432,1520234.2293774572
66422.91905176673,7.122071850326433,7.078583744940183,6.36,31019.324820690395,1360908.3196200058
74334.49484891063,5.419012564079195,6.261535284081697,4.12,41640.435660656716,1360920.5303860817
63538.34615822216,4.764499308149973,7.168662410843209,3.27,43282.18300425021,1146532.4547405615
83953.10483909659,7.385134534015018,6.898846568957157,3.08,37283.357645951764,1789098.5206914945
57279.06357585893,5.118108904793296,6.561520216102696,3.17,44023.79068493212,852099.4640268538
56553.5502526617,5.691129212559008,7.021252354277723,3.15,29682.409864227804,746096.728900488
75795.57598259096,5.786780023806823,7.327325342996355,6.25,33197.77774263014,1534479.906564421
70848.78865873713,5.282325020456477,6.7664446637172535,3.27,40458.735869517404,1215608.5310559657
59787.40450393624,5.6531203155321155,6.594592279140103,3.43,32402.107549146836,941594.3284107696
64826.37189495595,4.010907337105416,8.290419812591507,4.38,60286.043101357674,1204598.0374631258
65925.8537962682,7.6055119536511695,7.070409540665196,3.28,34171.360073668664,1597655.2584122843
64419.25263834638,6.954422125564921,8.51616004802799,6.16,39318.17075472386,1492011.4958621287
58544.460298238766,8.562610576392464,7.276308629143928,4.28,30865.58695374529,1421216.5044408585
68791.79168848526,4.7255522284996285,6.704201604222819,4.11,48423.32244417688,1132522.9012947134
82061.56520383859,4.18282822762296,5.963031884078482,4.1,36271.408495749216,1102821.4381808082
80659.52544359624,5.43630620204688,7.100753431803772,6.24,52947.03636008709,1856211.350359604
66668.09352103536,6.184965338620103,7.863127436732537,3.35,47075.21223266851,1687998.9329604746
64721.56449637062,5.677637526773959,6.971331701061323,4.48,36115.81636440278,1063423.0072648665
65199.989940295,6.4457428983166905,6.937127028132982,3.2,28366.035431853423,1177289.88620479
74579.98952724633,4.639654130697788,5.521489298839982,3.07,42806.14664380127,1173474.3788373224
76273.67032549286,7.879751800787583,4.500165347584368,3.39,46974.57878575339,1637259.9986677852
67561.94206013891,5.251400747142777,7.658576338909918,4.04,35517.54187040426,1238938.2905319994
48904.983269316836,4.8449725308343625,5.448956029609428,3.38,32960.75307019123,201898.08657249613
72145.96721315151,6.398625990192603,8.258634923487291,6.06,28882.900854673746,1439506.1015570092
70805.61068360135,4.44372892384246,5.809147305516637,3.3,29268.826741684727,585608.6326222321
65383.33791728687,7.512526778745121,6.640032003754,3.46,35114.402463487364,1294685.1585470121
95450.29308601316,6.595060684781336,6.850361008137979,3.33,39388.515521077454,2014851.344161515
73698.69635729125,6.3727309322299455,6.578352073763631,4.33,51815.09641862213,1840236.0058026887
66263.91050116325,6.374930066018735,6.7369741310107445,4.41,49829.951500481395,1441421.912993609
75394.75958162155,6.933352467549662,7.834099800649183,4.48,22268.07530558209,1498640.5506503703
65984.75064485827,6.512270085009224,6.316480020228284,2.38,21867.47693989448,954746.5764328244
66477.26279229036,6.982151725125713,6.038487979300022,2.37,32458.986699013763,1124635.9316285902
69284.25963691327,5.3474470914238745,7.173425885179992,3.45,40282.72428010049,1169944.2477587468
70404.49610371923,5.544083725506495,6.0012613621924675,2.02,37127.925501004196,1114430.95342313
74218.4890218834,8.069721867473751,6.506374302162949,4.37,46770.6609678888,1783534.8388273641
63441.71464512622,6.471673726586273,7.0648111360620724,3.22,48061.75267334161,1302933.2475692779
57493.924570279465,6.8932601570417855,6.734045416240348,4.41,47039.21532294127,1241483.6118732512
81543.77731533442,5.503923196339867,5.897052836266327,2.14,9816.300884708531,954114.5439535476
78633.97375508897,5.465393231160197,7.53114301190621,3.24,43728.803486197095,1555320.5000011197
52202.853719713516,4.869306181391179,4.4143808657798935,2.23,42165.81245686793,404976.365896227
67980.38878192916,5.562938814255565,6.159705222415725,2.44,25909.079196423907,1073183.759841627
78568.44916405229,5.475737319995329,6.291600795963247,2.29,41016.64709111233,1422195.8794505682
55472.654826905586,4.822147136010048,5.8559723089516895,3.2,15353.956428663045,340605.2113124609
67579.23479443134,5.973219004488523,7.7543575454423115,6.32,21762.949685625357,1170959.5262846122
61456.15070378085,6.882954326433157,6.4175726218143785,4.19,30821.41208657685,942838.1647218134
60815.390394961425,7.170128530473722,7.984335122159102,4.11,31233.649345910067,1401613.9197693218
51217.181160371845,5.384841407498108,8.776160033559263,3.41,47089.47508109751,1175504.48633204
63027.67471485826,4.855968121105956,5.580905937457928,2.3,35991.72063788777,608794.2466921951
62484.855299128,6.496651466369282,7.322709774158183,5.13,26882.651794677204,946943.0362171356
73923.4662743976,7.005505784838957,7.13506334705251,6.04,58745.312027558924,1819900.6366437143
79737.60976390014,7.315957927203858,6.6110960049951695,2.17,28307.314325644977,1463130.2729789368
63890.47156766457,4.97230656848968,7.916386397194928,5.49,43416.497820927936,1252391.1798421678
67310.03695278612,7.19379298887946,7.760732554508707,5.28,43310.61242826768,1714445.1746365826
73145.73021780259,4.096517242790362,7.25421743282951,3.18,49463.37887902853,1291759.392660681
86924.35876562174,6.832939698754405,7.738295553417699,6.32,28719.41088814547,1809154.2893631738
74384.10562904492,7.411486570673661,5.1648654759782895,2.3,17117.443674840757,1200539.361167783
67477.78818404296,6.6235282933178175,7.916171659861113,5.1,29763.92534861556,1300265.2104154662
71202.9569203271,4.318869132877143,6.634954065509124,4.37,34207.397208470094,997448.7280769936
85845.31779919547,6.743652960918068,9.468766369195867,3.46,46477.67868450174,2152959.4089430883
72138.87048244949,7.163640935330664,8.485778262707221,5.45,35799.638274321755,1629983.8467032425
44806.00516405547,4.494570527956874,4.7253251166241865,3.1,57390.89007381044,497579.4465868728
67504.1784594896,5.329798508888414,5.89441194891935,4.36,37441.12054361438,890112.5493178923
74706.10053171057,5.003327764385793,5.661064126685242,2.05,39680.60932043607,1064685.698733535
68898.34591339418,6.7876485292640485,7.871352644418106,6.39,39515.57156160544,1530124.0163168954
58118.01816079888,8.13721447105525,5.65090028566729,4.36,35598.390437472044,1246246.8277597644
77643.28308709673,6.070115922340354,5.381038359373993,4.45,35512.2550468822,1240754.932046382
67769.82559099872,8.074693667681723,6.7616314076168775,4.22,33254.60340942823,1760734.6903640141
74411.05989226673,5.534627543649976,7.2101233611688516,6.44,43537.50294550512,1393746.760467427
73101.07879766863,4.1041299227226125,8.920333221277762,4.35,29497.97129335373,1172385.8977045629
58708.417156740135,5.083861035728073,6.262825883607428,4.07,15969.926041239794,483986.10899252974
63876.0599100904,7.080219325540688,7.187432974886651,3.37,38052.87644316596,1388530.1566836066
68343.15409141897,6.3924437900795805,8.42511289496364,6.2,40653.87006540168,1721739.3841384957
73064.97996127995,5.994062799456889,7.204368895136857,6.19,30699.33971051107,1276448.7920429741
67367.26808279865,6.774710808664321,6.690894898640917,2.49,32547.272533076568,1161742.677446362
66547.18175159235,6.350672041927902,5.305000412053215,2.04,16741.964987126685,786407.9451174276
73313.5453841825,6.4147232356051775,8.492901228869574,4.46,37808.99667212122,1604920.973458414
47681.36173303452,6.890508224210207,7.788267986215613,5.13,50908.97890911073,1230149.1367864413
67910.94912846226,6.445851907019399,6.675937267762167,4.32,31379.7829705824,1051644.5540225492
69277.8912498076,6.142591681366374,7.811724470630432,5.15,43717.9130919397,1415073.6141811854
67946.71467561321,5.403175672900816,5.671136342785448,3.21,35197.94256902535,1043483.9151320348
90975.11327248043,4.740683034960744,8.320351986302773,6.45,44426.21364759751,1544379.7477356796
61885.546440328886,5.405265969173887,6.9141957695988205,3.22,48726.951303303016,1352135.9672641808
69401.8472172649,7.042354994979091,8.097044284953615,3.44,29293.074048931026,1505727.4308014044
72969.12127123054,6.188575726156947,8.076943603616291,4.2,31755.721364239937,1416965.9786882403
75582.4597645351,5.506473429253344,6.774986418531476,4.33,31946.303867523286,1046721.9761732472
56241.226773131755,5.623087015761985,6.818670753532728,2.18,32745.36812015384,939040.0035601156
79412.83547174576,6.087360168695928,7.481321112226407,3.26,17568.733760583364,1383031.332366437
79618.23684602088,4.566166100869577,6.669888411446438,3.49,29636.507110556628,1072503.237943672
67019.07404739733,6.487943166707263,7.331330100018214,6.26,24997.108705994284,1134397.7577153658
56063.48086676334,5.106935120148067,5.385339777521385,4.14,39129.296704702894,734827.50801229
57077.58030406928,5.775467040583668,6.952026673761361,4.27,33393.91660322465,991892.3174842466
75954.81825301821,4.289916280544532,7.418750602810833,5.04,34467.75869800994,1057252.5826211006
52575.81517492219,7.13371941713148,7.173698881863384,4.06,41828.57961688685,1237224.8587518162
63312.805674677424,6.139115451621263,8.199615241424839,4.41,43230.35215795722,1442632.5412265589
82526.96210481907,6.453073406098016,7.74824895259721,4.46,43947.680264122566,1877402.3197269463
73204.94213228808,6.640915863053527,7.3119123213479345,6.4,35090.50080986771,1394518.4154676315
56357.193138054856,5.707903109151974,5.240300886600403,3.25,38061.99829895616,953939.3299056444
71316.62465041465,7.107767687213711,7.088992690921169,5.33,21651.699409211684,1219778.0342015522
75046.84820392633,4.983084628511218,8.877240041623617,3.0,32468.031152300973,1287325.381856674
84474.16005619023,6.970854745872441,5.935909326221994,2.47,38677.8151530554,1739893.5550495968
68162.68392566858,6.962206715963229,6.697358009859321,3.07,31843.876337225865,1213382.2226364696
62784.33294834321,7.572350215321666,4.652717554450587,3.31,35122.389471607785,1007478.7484311544
67009.81567374436,6.849769936594268,7.610720856104885,3.22,39737.12260896311,1528756.1261500276
67437.25036335622,6.767363237303743,6.703917223272022,2.05,29356.223367925082,1182459.7716636744
65967.76930857648,6.847724976116604,7.777279443513267,3.14,35799.96254832016,1474546.7621461137
42816.305885508664,7.603999923452179,7.0452485104700395,4.18,47457.662214283846,1078016.9396491002
83347.66969696443,5.468158427157482,5.475252653496949,3.14,48226.718927780115,1453381.624303107
81699.87999554253,5.47980182956556,6.476007341193744,4.41,39527.048560846364,1495012.9648340766
56143.78866493648,4.580122445909624,6.668979774275282,4.04,45084.03665959033,714148.4147529015
59513.83491952116,4.8851317712611015,5.574714349694394,3.18,44162.279205220126,894292.0474101036
78379.41223900416,5.9856971510838894,5.681833507283006,3.2,31357.38821429765,1159841.8313392492
70877.37574291864,6.766877154030711,7.213659075278037,5.07,36033.42685154353,1195986.2988348743
61526.974447976725,6.593962539007936,9.180401428602023,6.11,27307.948031413587,1381430.630188794
65316.99602070992,7.414875230659792,6.7330848667092935,2.0,55799.49748118191,1534889.8534666563
76268.81833386318,6.942797866602705,6.1479075959826925,3.17,38649.852386212464,1494125.3298718815
48531.36422852989,6.8631840387948975,8.517401059111707,5.3,39731.150563494666,1356146.2608426227
82906.65480115911,5.9014516557308205,5.767366135557097,4.26,38820.48194376132,1454943.0736612403
63117.84405077348,4.940396705340588,5.636779394573885,2.31,43091.845142505816,774118.1878354995
75860.86114889306,3.690890569678809,4.7883802065518255,3.48,41003.88008113764,889113.2388612495
68844.76424875809,4.8604529996615895,6.916808181467376,3.29,48392.49736045838,1211102.210889241
52446.26685600125,5.694610807792682,7.429639244113227,3.11,32934.553200974915,658646.1847265189
69342.70683990403,5.804686752456644,7.805903702425885,3.36,37082.374218911784,1400104.8707602615
55932.05268387101,7.218309145223245,6.020201205065964,4.0,42488.30999955216,1262017.792059947
53306.92213650367,4.632267718361729,6.194794324882633,2.15,39063.33871389049,553077.2126120757
56976.546398416926,6.0612122405564595,7.259286709164788,3.08,46375.50249433843,1203247.8901339215
51296.48862971061,6.155259763653063,7.8317664755828815,6.18,32078.90680116645,1115323.0148424057
63995.004892801124,7.597533220442817,7.090050637208992,5.25,24748.268270891323,1301881.416528581
71915.14668577212,6.2797538535576605,5.521216370644254,4.47,27714.29365685632,1006687.3871388726
62137.597213310924,5.440725043096192,7.235191288051678,5.21,19045.61950521181,749383.0725554076
78050.96982777538,5.234044767850818,6.2903058884706295,4.15,27789.748516297328,1075596.5865851988
67371.42085657586,5.333820711722908,6.624951289232869,4.37,24797.764758517227,739870.7936402658
59362.76638285366,7.48263024156822,8.003006746190675,3.49,44723.35372969352,1442945.1449720778
57003.109637399,7.010583459838793,6.356258719499955,3.14,29594.69337497592,828497.0670960692
68989.31220946508,6.075426018025607,7.879588244756827,6.37,32629.603834878442,1373290.8607785418
70969.90210264188,4.90181779874016,6.396268005904592,3.18,24833.646145090162,925566.331316076
82251.6530083296,7.741091333917388,7.636653827124367,6.49,18408.798635339484,1552536.7639745462
71306.45729927486,5.773717162531532,6.688230169654562,2.04,43284.39715786267,1335904.5009155408
70921.56856864705,5.665185384549687,6.375371505488283,3.28,29390.21727018504,960808.291081754
70739.46009573009,6.710699575938633,7.166501645912911,6.28,35148.66775270884,1405933.0186992486
58097.841822991024,6.386347995576973,6.1440381193937155,3.04,19903.000078828478,619087.6936175337
51273.5088526293,7.032317225810647,6.888205629009329,2.09,53811.8949059733,1329273.2276498622
76326.59232469668,5.02469487017704,4.936329008647585,3.44,42779.831295917815,1261843.8443217382
63584.04588001952,5.832827571239211,6.029160867165066,4.29,46340.18858141246,1175781.4175700566
86340.2872916062,4.930051000348545,6.183440077191862,3.01,35630.560451493104,1437053.5572016188
79471.23881699878,5.867269778244334,8.197289420628195,6.21,36616.16883437132,1594415.2262912185
55879.5037922299,6.4079462581685185,5.370386614169023,2.07,37360.06355740455,931357.9954219257
40503.54133219899,6.881778622861368,6.566175292607293,3.14,45979.47754493003,798639.6541779223
83394.40783174943,5.60148666755078,5.9050243437326095,2.08,30487.524623204146,1451739.624652712
64501.2264490648,6.001641690907001,7.293476753807881,5.33,43869.30998440175,1278991.6886996122
59569.53734000421,6.27953689058963,7.32537953908138,4.24,31294.65246040437,885920.553249364
69280.31627168207,6.8615480275711835,6.923618931703743,4.33,40290.91149402397,1425632.5419741997
66342.48968113726,5.857266081732996,6.949108920124765,3.06,11792.815159070457,901881.7426862385
73367.04599083934,6.173290661038383,9.054709887987453,5.25,23684.787951169244,1521730.791403271
57122.224839461276,5.707650030009747,5.9297338051194775,2.4,41972.77154374417,716771.0057488753
61978.84804645049,7.912276046909691,8.437966415855882,5.37,56957.187749933095,1696717.1072993656
54299.968820232025,6.635899749087418,6.851535827684738,2.49,39512.66370560078,819598.0078481787
71424.40600668853,5.598933219713175,8.522538377872323,3.49,37242.56159333399,1584213.95748502
57353.15435674696,8.075447920117234,5.678555483410878,4.44,16906.421720581668,798892.5150396761
44731.10979996538,4.188658328546152,8.942797164237117,5.12,39633.473041088386,601973.0017397135
76175.49392770544,4.52414065164513,9.524973612345676,4.28,30760.994956471503,1456486.292963147
66574.70999393109,5.550264728638205,6.844150152614081,2.17,69575.4494636571,1702406.0389352096
91731.15438275637,5.184810712102609,7.943879719757178,6.3,33102.09542220829,1566471.008325363
75487.03259942801,6.4539316775765085,7.737095684108223,4.02,41105.3906304319,1592210.175923131
58088.438129623464,6.0178310005194735,5.790005274481309,4.21,51925.411612821525,937628.3466936615
76319.21860437217,6.873130198484818,6.294054950948832,3.45,48026.308367530655,1558547.577837524
60575.16244459221,5.907565592174377,6.964616001913247,2.29,32158.96790397629,1156329.2740497622
69607.13366543148,7.077680826112612,7.833081191677762,3.35,34609.040215179964,1514349.692197701
67056.84048037339,5.222168521547248,7.163517523214236,5.25,25134.68148451727,1039107.3263056172
60640.931881289725,5.165921528637428,5.355113623616555,2.32,43119.54065626024,809089.6719454966
69031.9088775756,5.779976245903892,5.501755137617892,3.23,15660.403008354837,675536.3914885672
80356.20938675496,4.660417824381508,9.710216895601699,5.02,16215.417278487696,1373589.8035017387
60081.176620364684,6.76852369608704,8.204552837977621,4.3,60195.74626715885,1690091.0186948641
61881.47930965317,6.519463053465843,7.114083652111082,5.38,35597.37289302554,1253370.1489213388
59590.96529244685,6.891731041167128,5.736029404406763,2.03,24153.882522980137,774073.561854088
89831.31929199783,5.201963719662058,7.719652763616865,6.37,45335.36027620083,1741959.834430735
72175.28349942718,7.421738946306998,6.828247304734245,2.09,50305.795413186395,1705762.7883189672
67589.0488415116,6.214842629886668,6.060884655694612,2.34,33203.383921755085,1071109.9165850952
77300.0314436444,5.2609747263944815,6.9365480243203645,4.49,29499.04095251404,1118047.9912095168
65382.88832347801,5.396819180014767,7.6483861137540226,6.08,41723.05474122701,1165253.0327180624
71145.21270418004,6.1521099752376935,6.765832563092491,2.31,35642.530335506715,1280910.189933004
61053.03800341367,5.7878906916145185,5.687062576234172,2.02,40675.77382612714,841122.8823806869
65125.94786821606,5.928483442537702,7.0577579924000595,4.19,37642.785273073976,1228810.7450455215
51949.295702728064,6.2098030366220645,8.051118255760873,5.28,35336.0630541134,1086072.0710614217
75897.98883845986,5.316933287381153,6.768229398566822,3.33,34162.67060680326,1204372.295219665
71468.3504959454,6.158043452805399,6.361238404842278,3.35,43269.03336682754,1345004.119756513
53287.99207222874,5.755609226659857,7.162322376317367,3.32,45152.014268008046,1116902.3448930443
61503.04059605399,5.1308131302170725,7.015317326319561,3.12,37650.869709323255,822431.7302651771
68896.04856078919,6.386325180280237,8.365074593987138,4.47,28394.60978021765,1360623.694456931
91159.41832718057,6.536045427933751,7.373850919174268,3.01,54861.091096616976,2298379.48670761
63375.34847930338,6.672340059594459,7.883780976970764,3.41,45633.19223997179,1400498.2675747594
59695.57147423664,5.4453828503806205,6.032795264653433,2.04,20702.802670064808,566848.7320986082
63183.88974172166,5.570561937281831,7.541807495807446,5.08,58691.20066480728,1367586.2777380159
61177.80813473723,6.998928282257402,7.088385882572747,5.13,26396.29111179972,1113373.5200017327
58642.311222216034,5.2099230928527085,6.2753711251437725,3.42,35131.578145165775,721974.551474637
53112.278060523386,5.1386518154851055,6.325363470975339,4.25,40367.38387092572,685503.9902718081
40366.61629125728,4.902939589246314,7.617118099962791,5.07,16349.365394310094,152071.87474956046
62207.47580558838,7.297532823289815,7.002864274301249,5.38,34317.538311429904,1280431.5736478446
57477.950762329325,5.405444821204956,7.207172822223662,6.35,23649.9688699109,568703.1838335629
55630.48895714828,6.2831228363917555,8.93311998510628,6.0,38943.095990938345,1200764.8442004516
72399.30555714517,6.7406763124447275,7.552269769034799,6.15,41662.00006926444,1607161.6371450324
89868.89192719842,4.504274579174531,7.234479886699996,5.45,30101.72457437895,1421715.4153436075
59801.49102943553,4.210462757597713,4.954387464005629,2.03,33534.9264026452,311111.2005867723
61957.15430368169,7.841080501837604,7.472966963481972,4.19,38448.49148202493,1338044.383312593
71123.43281553731,6.685810937211534,6.169238369795872,3.43,44020.14410184685,1417870.982736731
55202.705470425964,4.375933244174512,8.259044318322896,3.4,28424.951645910685,796389.4379566306
79298.12200821388,7.1882081346869215,5.336841155637915,3.44,15753.266638486408,1310207.133039433
65070.56700870923,7.143558507159831,5.5797660549495385,4.3,24852.565152917232,994897.7277644677
68494.98255210553,7.230364893023652,7.265462684498114,5.46,13998.57120519688,1202987.8293471357
55702.20537617496,5.551957131761892,5.6485553965075495,3.08,40087.79561436488,768751.9005440959
57233.608492353356,7.893834161357629,6.036621215250689,2.27,37374.91924462835,1211655.3054900412
85313.88545069011,6.033157792417207,6.633757594605541,4.21,23974.435567517416,1540418.2221625454
60224.65171307354,4.675940132662356,5.428846667140256,3.23,42182.862110463524,712228.4243027219
73873.81918888786,6.789870886338685,6.6309090861014255,3.17,33336.32734675036,1525533.406625511
63149.485228916594,7.1562944333471945,5.518835024331597,2.04,37578.846872002585,1034218.4018590322
58593.79403506247,4.662980906150839,6.333616931880895,2.04,39287.52790248172,874103.6606065923
73839.87241657263,6.446181952298759,8.274063584311326,4.19,47602.510205091414,1912825.285217769
75984.83110879795,6.725721311036272,7.8877758363165045,4.31,42248.68585554967,1754770.5902068643
82145.36942107815,6.540967950191393,6.876150328884673,4.23,25736.09605455749,1340066.913084396
69017.18280012655,5.77710614834081,5.783612778547622,3.11,55830.752835713654,1446756.8627614232
75429.17897604674,6.818759161009513,7.570447110624041,5.48,36769.24968163209,1592768.2418269338
69513.53892073044,4.122901533148037,7.641107312416666,6.08,14054.05343322935,660364.9813358303
57782.41707710912,5.15930097752672,6.332626733044224,2.46,33426.84937548807,861321.5806924718
74372.13845247941,6.562379590475677,8.184510518059634,6.35,34321.96015488425,1648246.7742056048
63522.12193223416,5.5380428493757465,6.952195766338214,2.04,31995.525292187416,977135.8856578041
61193.714830606536,7.647150881972758,9.086807717369458,3.21,33196.059836983484,1591934.1903279137
60316.790730472276,4.308730208474473,5.564352875406084,4.12,33831.893626055775,695386.3310386214
58469.912202511514,5.4088999650511065,4.807387458070322,2.26,33547.984821256905,568977.0727690812
75179.90298976263,4.595920955904108,7.201635798893817,5.13,23978.09330470165,935590.8042953262
56186.96329135335,3.9920279464886255,8.960742514901394,5.2,41855.65473511035,984311.774539692
73225.06629546855,5.9334985362010135,6.868603895081705,2.3,61830.53972217983,1796245.8079055634
74338.92770976378,5.0847148678100895,5.186852795730614,4.07,18057.17178445354,720080.2320528892
52188.118727456414,5.636892090562989,5.80740147918808,4.03,42495.754677324876,783808.4024661684
83311.10394324992,6.690551404507723,8.297556744755871,3.16,30386.36631076522,1598615.9744864176
72288.67520295737,6.599434696688808,7.979877823699213,5.11,39146.9204990548,1564125.2379417687
54866.215694357765,6.986763275413567,7.285434147207383,3.46,35192.84402784524,929480.6298952122
85759.65776192374,4.789357418179967,8.965705366370031,6.22,25897.758021483216,1414495.3431338137
59453.34203694822,6.291113540231799,7.482571479130465,6.08,29697.64480583127,837668.1026021099
69878.7741990808,7.218330987033392,6.2491922346316775,4.02,26814.174747584042,1197515.4542248368
59243.29763001673,6.729520552223568,7.058764827692587,4.26,51405.35248435904,1232004.8298347492
57853.33019600966,6.500094305857644,7.31655100341926,4.36,47688.22659778629,1285933.4084066823
66643.3146336998,6.392834115438602,7.698007535660317,4.41,30971.157106336334,1361521.9829376258
69248.29958792876,5.958735586989857,5.652694477356138,2.21,35990.10338695565,1090826.3744863127
